scenario,time_ms,input_energy,recent_min,recent_max,dynamic_range,adaptive_gain,dynamic_energy,expanded_energy,transient_energy,derivative_energy,speaking_base_energy,procedural_carrier_energy,final_speaking_energy
louder,1300.0,0.434204,0.195058,0.473027,0.277969,1.2,0.286975,0.487597,0.117788,0.079507,0.19018,0.032441,0.444637
louder,1316.667,0.466767,0.195058,0.473027,0.277969,1.2,0.326052,0.560513,0.089142,0.052753,0.190317,0.030556,0.469637
louder,1333.333,0.474151,0.195058,0.474151,0.279093,1.2,0.334912,0.63343,0.060496,0.011962,0.189264,0.028056,0.494637
louder,1350.0,0.454093,0.195058,0.474151,0.279093,1.2,0.310843,0.594368,0.03185,0.032494,0.18737,0.025716,0.519637
louder,1366.667,0.411574,0.195058,0.474151,0.279093,1.2,0.279593,0.555305,0.003204,0.068882,0.185158,0.024321,0.508179
louder,1383.333,0.357141,0.195058,0.474151,0.279093,1.2,0.248343,0.516243,0.0,0.088181,0.183211,0.024462,0.49672
louder,1400.0,0.303371,0.195058,0.474151,0.279093,1.2,0.217093,0.47718,0.0,0.087107,0.18206,0.026392,0.485262
louder,1416.667,0.260815,0.195058,0.474151,0.279093,1.2,0.185843,0.438118,0.0,0.06894,0.182068,0.029954,0.473804
louder,1433.333,0.234967,0.195058,0.474151,0.279093,1.2,0.154593,0.399055,0.0,0.041874,0.183299,0.034618,0.462345
louder,1450.0,0.225341,0.195058,0.474151,0.279093,1.2,0.123343,0.359993,0.0,0.015595,0.185432,0.039608,0.450887
louder,1466.667,0.226895,0.195058,0.474151,0.279093,1.2,0.092093,0.32093,0.00373,0.002518,0.187835,0.044085,0.439429
louder,1483.333,0.233079,0.195058,0.474151,0.279093,1.2,0.060843,0.281868,0.014843,0.010019,0.189829,0.047347,0.42797
louder,1500.0,0.23916,0.195058,0.474151,0.279093,1.2,0.052923,0.242805,0.014594,0.009851,0.190975,0.048998,0.416512
louder,1516.667,0.244391,0.195058,0.474151,0.279093,1.2,0.059201,0.203743,0.012555,0.008475,0.191237,0.049033,0.405054
louder,1533.333,0.252127,0.195058,0.474151,0.279093,1.2,0.068484,0.189423,0.018566,0.012532,0.19097,0.047831,0.393595
louder,1550.0,0.267847,0.195058,0.474151,0.279093,1.2,0.087348,0.231163,0.037728,0.025466,0.190757,0.046059,0.382137
louder,1566.667,0.295966,0.195058,0.474151,0.279093,1.2,0.12109,0.300422,0.067485,0.045552,0.191161,0.044491,0.387141
louder,1583.333,0.336834,0.195058,0.474151,0.279093,1.2,0.170132,0.373338,0.098084,0.066207,0.192484,0.04382,0.412141
louder,1600.0,0.385284,0.195058,0.474151,0.279093,1.2,0.228272,0.446255,0.11628,0.078489,0.19468,0.044475,0.437141
louder,1616.667,0.431457,0.195058,0.474151,0.279093,1.2,0.28368,0.519172,0.110815,0.0748,0.197404,0.046516,0.462141
louder,1633.333,0.463719,0.195058,0.474151,0.279093,1.2,0.322394,0.592088,0.08217,0.052264,0.200124,0.049614,0.487141
louder,1650.0,0.472598,0.195058,0.474151,0.279093,1.2,0.333049,0.629417,0.053524,0.014384,0.202251,0.05313,0.512141
louder,1666.667,0.454234,0.195058,0.474151,0.279093,1.2,0.311012,0.591599,0.024878,0.029751,0.203262,0.056268,0.537141
louder,1683.333,0.411974,0.195058,0.474151,0.279093,1.2,0.279762,0.552537,0.0,0.068462,0.202826,0.05827,0.525682
louder,1700.0,0.355471,0.195058,0.474151,0.279093,1.2,0.248512,0.513474,0.0,0.091534,0.200899,0.058602,0.514224
louder,1716.667,0.297596,0.195058,0.474151,0.279093,1.2,0.217262,0.474412,0.0,0.093757,0.197776,0.057081,0.502766
louder,1733.333,0.250324,0.195058,0.474151,0.279093,1.2,0.186012,0.435349,0.0,0.076581,0.194056,0.053925,0.491307
louder,1750.0,0.22115,0.195058,0.474151,0.279093,1.2,0.154762,0.396287,0.0,0.047261,0.190474,0.049696,0.479849
louder,1766.667,0.211346,0.195058,0.474151,0.279093,1.2,0.123512,0.357224,0.0,0.015883,0.187637,0.045172,0.468391
louder,1783.333,0.216621,0.195058,0.474151,0.279093,1.2,0.092262,0.318162,0.012659,0.008545,0.18581,0.041155,0.456932
louder,1800.0,0.229788,0.195058,0.474151,0.279093,1.2,0.061012,0.279099,0.031603,0.021332,0.18496,0.038287,0.445474
louder,1816.667,0.244254,0.195058,0.474151,0.279093,1.2,0.059035,0.240037,0.034717,0.023434,0.18492,0.036896,0.434016
louder,1833.333,0.256833,0.195058,0.474151,0.279093,1.2,0.07413,0.203443,0.03019,0.020378,0.185515,0.036928,0.422557
louder,1850.0,0.268748,0.195676,0.474151,0.278475,1.2,0.087686,0.23015,0.028597,0.019303,0.186587,0.037963,0.411099
louder,1866.667,0.284426,0.206448,0.474151,0.267703,1.2,0.093573,0.249914,0.037626,0.025398,0.187983,0.039329,0.399641
louder,1883.333,0.308662,0.206448,0.474151,0.267703,1.2,0.122658,0.309516,0.058168,0.039264,0.189498,0.040272,0.388803
louder,1900.0,0.34343,0.206448,0.474151,0.267703,1.2,0.164379,0.382432,0.083443,0.056324,0.190833,0.040146,0.413803
louder,1916.667,0.385758,0.206448,0.474151,0.267703,1.2,0.215172,0.455349,0.101586,0.06857,0.191631,0.038577,0.438803
louder,1933.333,0.427695,0.206448,0.474151,0.267703,1.2,0.265497,0.528266,0.100649,0.067938,0.191575,0.03556,0.463803
louder,1950.0,0.458517,0.206448,0.474151,0.267703,1.2,0.302483,0.601182,0.073973,0.049932,0.190511,0.031466,0.488803
louder,1966.667,0.468384,0.206448,0.474151,0.267703,1.2,0.314324,0.617599,0.045328,0.015985,0.188499,0.026956,0.513803
louder,1983.333,0.452044,0.206448,0.474151,0.267703,1.2,0.294716,0.582117,0.016682,0.026471,0.185799,0.02283,0.514932
louder,2000.0,0.411107,0.206448,0.474151,0.267703,1.2,0.263466,0.543055,0.0,0.066319,0.182809,0.019836,0.503473
louder,2016.667,0.353951,0.206448,0.474151,0.267703,1.2,0.232216,0.503992,0.0,0.092593,0.179984,0.018493,0.492015
louder,2033.333,0.293235,0.206448,0.474151,0.267703,1.2,0.200966,0.46493,0.0,0.09836,0.177775,0.018972,0.480557
louder,2050.0,0.241925,0.206448,0.474151,0.267703,1.2,0.169716,0.425867,0.0,0.083122,0.176574,0.021055,0.469098
louder,2066.667,0.209324,0.206448,0.474151,0.267703,1.2,0.138466,0.386805,0.0,0.052813,0.176626,0.024192,0.45764
louder,2083.333,0.198577,0.198577,0.474151,0.275574,1.2,0.107216,0.347742,0.0,0.017411,0.177867,0.027631,0.446182
louder,2100.0,0.206512,0.198577,0.474151,0.275574,1.2,0.075966,0.30868,0.019045,0.012855,0.179817,0.030602,0.434723
louder,2116.667,0.225776,0.198577,0.474151,0.275574,1.2,0.044716,0.269617,0.046232,0.031207,0.181755,0.032495,0.423265
louder,2133.333,0.24828,0.198577,0.474151,0.275574,1.2,0.059644,0.230555,0.054011,0.036457,0.183086,0.033011,0.411807
louder,2150.0,0.268525,0.198577,0.474151,0.275574,1.2,0.083938,0.228822,0.048588,0.032797,0.18359,0.032218,0.400348
louder,2166.667,0.285427,0.198577,0.474151,0.275574,1.2,0.104221,0.265973,0.040566,0.027382,0.183458,0.030542,0.38889
louder,2183.333,0.301966,0.198577,0.474151,0.275574,1.2,0.124067,0.302161,0.039694,0.026793,0.183175,0.028649,0.377432
flat,0.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.182284,0.040162,0.025
flat,16.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184915,0.045221,0.05
flat,33.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.187086,0.049395,0.075
flat,50.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.188456,0.05203,0.1
flat,66.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.188882,0.052851,0.125
flat,83.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.188451,0.052021,0.15
flat,100.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.187452,0.050099,0.175
flat,116.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.186299,0.047883,0.2
flat,133.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.185425,0.046201,0.217105
flat,150.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.18516,0.045692,0.21684
flat,166.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.185652,0.046638,0.217332
flat,183.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.186822,0.048888,0.218502
flat,200.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.188385,0.051893,0.220065
flat,216.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.189924,0.054854,0.221604
flat,233.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.190999,0.056921,0.222679
flat,250.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.191257,0.057416,0.222937
flat,266.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.190528,0.056015,0.222208
flat,283.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.18887,0.052826,0.22055
flat,300.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.186555,0.048375,0.218235
flat,316.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184004,0.043469,0.215684
flat,333.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181678,0.038996,0.213358
flat,350.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.179966,0.035705,0.211646
flat,366.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.17909,0.034019,0.21077
flat,383.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.179046,0.033934,0.210726
flat,400.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.179616,0.035031,0.211296
flat,416.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.180426,0.036588,0.212106
flat,433.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181044,0.037777,0.212724
flat,450.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.1811,0.037885,0.21278
flat,466.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.180381,0.036501,0.212061
flat,483.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178888,0.033631,0.210568
flat,500.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.176843,0.029699,0.208523
flat,516.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.174632,0.025445,0.206312
flat,533.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.172705,0.021741,0.204385
flat,550.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.17147,0.019365,0.20315
flat,566.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.171181,0.018809,0.202861
flat,583.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.17188,0.020154,0.20356
flat,600.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.173385,0.023048,0.205065
flat,616.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.175334,0.026797,0.207014
flat,633.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.177282,0.030542,0.208962
flat,650.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178807,0.033475,0.210487
flat,666.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.179622,0.035042,0.211302
flat,683.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.17964,0.035077,0.21132
flat,700.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178997,0.033841,0.210677
flat,716.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178013,0.031948,0.209693
flat,733.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.177103,0.030199,0.208783
flat,750.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.176674,0.029372,0.208354
flat,766.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.17701,0.030018,0.20869
flat,783.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178202,0.032312,0.209882
flat,800.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.18012,0.035999,0.2118
flat,816.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.18244,0.040461,0.21412
flat,833.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184727,0.044859,0.216407
flat,850.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.18654,0.048346,0.21822
flat,866.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.187541,0.050272,0.219221
flat,883.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.187581,0.050348,0.219261
flat,900.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.18673,0.048711,0.21841
flat,916.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.185261,0.045887,0.216941
flat,933.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.18358,0.042653,0.21526
flat,950.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.182118,0.039842,0.213798
flat,966.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181227,0.038128,0.212907
flat,983.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181088,0.037861,0.212768
flat,1000.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181669,0.038978,0.213349
flat,1016.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.182734,0.041027,0.214414
flat,1033.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.183906,0.04328,0.215586
flat,1050.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184762,0.044928,0.216442
flat,1066.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184948,0.045284,0.216628
flat,1083.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184263,0.043968,0.215943
flat,1100.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.182721,0.041002,0.214401
flat,1116.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.180543,0.036814,0.212223
flat,1133.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178111,0.032137,0.209791
flat,1150.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.175871,0.02783,0.207551
flat,1166.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.174228,0.024669,0.205908
flat,1183.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.173445,0.023163,0.205125
flat,1200.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.173584,0.023431,0.205264
flat,1216.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.174493,0.025179,0.206173
flat,1233.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.175848,0.027784,0.207528
flat,1250.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.177234,0.030449,0.208914
flat,1266.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178254,0.032412,0.209934
flat,1283.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.17863,0.033135,0.21031
flat,1300.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178269,0.032441,0.209949
flat,1316.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.177289,0.030556,0.208969
flat,1333.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.175989,0.028056,0.207669
flat,1350.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.174772,0.025716,0.206452
flat,1366.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.174047,0.024321,0.205727
flat,1383.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.17412,0.024462,0.2058
flat,1400.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.175124,0.026392,0.206804
flat,1416.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.176976,0.029954,0.208656
flat,1433.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.179401,0.034618,0.211081
flat,1450.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181996,0.039608,0.213676
flat,1466.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184324,0.044085,0.216004
flat,1483.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.186021,0.047347,0.217701
flat,1500.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.186879,0.048998,0.218559
flat,1516.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.186897,0.049033,0.218577
flat,1533.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.186272,0.047831,0.217952
flat,1550.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.185351,0.046059,0.217031
flat,1566.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184536,0.044491,0.216216
flat,1583.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184186,0.04382,0.215866
flat,1600.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184527,0.044475,0.216207
flat,1616.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.185588,0.046516,0.217268
flat,1633.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.1872,0.049614,0.21888
flat,1650.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.189028,0.05313,0.220708
flat,1666.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.190659,0.056268,0.222339
flat,1683.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.1917,0.05827,0.22338
flat,1700.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.191873,0.058602,0.223553
flat,1716.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.191082,0.057081,0.222762
flat,1733.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.189441,0.053925,0.221121
flat,1750.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.187242,0.049696,0.218922
flat,1766.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.184889,0.045172,0.216569
flat,1783.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.1828,0.041155,0.21448
flat,1800.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181309,0.038287,0.212989
flat,1816.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.180586,0.036896,0.212266
flat,1833.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.180602,0.036928,0.212282
flat,1850.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181141,0.037963,0.212821
flat,1866.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.181851,0.039329,0.213531
flat,1883.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.182341,0.040272,0.214021
flat,1900.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.182276,0.040146,0.213956
flat,1916.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.18146,0.038577,0.21314
flat,1933.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.179891,0.03556,0.211571
flat,1950.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.177762,0.031466,0.209442
flat,1966.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.175417,0.026956,0.207097
flat,1983.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.173272,0.02283,0.204952
flat,2000.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.171715,0.019836,0.203395
flat,2016.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.171016,0.018493,0.202696
flat,2033.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.171265,0.018972,0.202945
flat,2050.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.172349,0.021055,0.204029
flat,2066.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.17398,0.024192,0.20566
flat,2083.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.175768,0.027631,0.207448
flat,2100.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.177313,0.030602,0.208993
flat,2116.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178298,0.032495,0.209978
flat,2133.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178565,0.033011,0.210245
flat,2150.0,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.178154,0.032218,0.209834
flat,2166.667,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.177282,0.030542,0.208962
flat,2183.333,0.16,0.16,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.176297,0.028649,0.207977
syllable_peaks,0.0,0.13,0.13,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.18047,0.040162,0.025
syllable_peaks,16.667,0.14558,0.13,0.14558,0.01558,8.0,0.0625,0.072917,0.0,0.0,0.184066,0.045221,0.05
syllable_peaks,33.333,0.188826,0.13,0.188826,0.058826,5.43974,0.125,0.145833,0.09375,0.317588,0.188675,0.049395,0.075
syllable_peaks,50.0,0.222371,0.13,0.222371,0.092371,3.46429,0.1875,0.21875,0.1875,0.156881,0.191748,0.05203,0.1
syllable_peaks,66.667,0.212378,0.13,0.222371,0.092371,3.46429,0.25,0.291667,0.158854,0.046734,0.191681,0.052851,0.125
syllable_peaks,83.333,0.170849,0.13,0.222371,0.092371,3.46429,0.21875,0.360293,0.130208,0.194222,0.189065,0.052021,0.15
syllable_peaks,100.0,0.140839,0.13,0.222371,0.092371,3.46429,0.1875,0.321231,0.101562,0.140351,0.186315,0.050099,0.175
syllable_peaks,116.667,0.138661,0.13,0.222371,0.092371,3.46429,0.15625,0.282168,0.072917,0.010187,0.185028,0.047883,0.2
syllable_peaks,133.333,0.139558,0.13,0.222371,0.092371,3.46429,0.125,0.243106,0.044271,0.004196,0.184209,0.046201,0.225
syllable_peaks,150.0,0.140329,0.13,0.222371,0.092371,3.46429,0.09375,0.204043,0.015625,0.003604,0.183992,0.045692,0.25
syllable_peaks,166.667,0.140963,0.13,0.222371,0.092371,3.46429,0.0625,0.164981,0.00439,0.002963,0.184523,0.046638,0.275
syllable_peaks,183.333,0.141451,0.13,0.222371,0.092371,3.46429,0.039669,0.127348,0.003383,0.002284,0.185722,0.048888,0.277819
syllable_peaks,200.0,0.141787,0.13,0.222371,0.092371,3.46429,0.040835,0.129915,0.002332,0.001574,0.187306,0.051893,0.28047
syllable_peaks,216.667,0.141968,0.13,0.222371,0.092371,3.46429,0.04146,0.131168,0.001249,0.000843,0.188856,0.054854,0.28244
syllable_peaks,233.333,0.154856,0.13,0.222371,0.092371,3.46429,0.086107,0.204085,0.089295,0.060274,0.190701,0.056921,0.30744
syllable_peaks,250.0,0.19597,0.13,0.222371,0.092371,3.46429,0.148607,0.277001,0.183045,0.192284,0.19322,0.057416,0.33244
syllable_peaks,266.667,0.229258,0.13,0.229258,0.099258,3.223917,0.211107,0.349918,0.214635,0.144879,0.194153,0.056015,0.35744
syllable_peaks,283.333,0.21956,0.13,0.229258,0.099258,3.223917,0.273607,0.422835,0.18599,0.042209,0.192024,0.052826,0.38244
syllable_peaks,300.0,0.176758,0.13,0.229258,0.099258,3.223917,0.242357,0.383772,0.157344,0.186289,0.187495,0.048375,0.40744
syllable_peaks,316.667,0.14363,0.13,0.229258,0.099258,3.223917,0.211107,0.34471,0.128698,0.144179,0.183037,0.043469,0.402183
syllable_peaks,333.333,0.138918,0.13,0.229258,0.099258,3.223917,0.179857,0.305647,0.100052,0.020511,0.180423,0.038996,0.390725
syllable_peaks,350.0,0.137936,0.13,0.229258,0.099258,3.223917,0.148607,0.266585,0.071406,0.004274,0.178651,0.035705,0.379267
syllable_peaks,366.667,0.136849,0.13,0.229258,0.099258,3.223917,0.117357,0.227522,0.04276,0.004732,0.177706,0.034019,0.367808
syllable_peaks,383.333,0.135671,0.13,0.229258,0.099258,3.223917,0.086107,0.18846,0.014115,0.005127,0.177589,0.033934,0.35635
syllable_peaks,400.0,0.134417,0.13,0.229258,0.099258,3.223917,0.054857,0.149397,0.0,0.005454,0.178081,0.035031,0.344892
syllable_peaks,416.667,0.133106,0.13,0.229258,0.099258,3.223917,0.023607,0.110335,0.0,0.005709,0.178808,0.036588,0.333433
syllable_peaks,433.333,0.131753,0.13,0.229258,0.099258,3.223917,0.005652,0.071272,0.0,0.005888,0.179341,0.037777,0.321975
syllable_peaks,450.0,0.141972,0.13,0.229258,0.099258,3.223917,0.038598,0.138511,0.065892,0.044477,0.180033,0.037885,0.310517
syllable_peaks,466.667,0.181131,0.13,0.229258,0.099258,3.223917,0.101098,0.211427,0.159642,0.170428,0.181558,0.036501,0.335517
syllable_peaks,483.333,0.214633,0.13,0.229258,0.099258,3.223917,0.163598,0.284344,0.216017,0.145811,0.181799,0.033631,0.360517
syllable_peaks,500.0,0.20608,0.13,0.229258,0.099258,3.223917,0.226098,0.357261,0.187371,0.037225,0.179325,0.029699,0.385517
syllable_peaks,516.667,0.163197,0.13,0.229258,0.099258,3.223917,0.194848,0.318198,0.158725,0.186638,0.174814,0.025445,0.38802
syllable_peaks,533.333,0.12836,0.12836,0.229258,0.100898,3.171513,0.163598,0.279136,0.130079,0.149156,0.170786,0.021741,0.376561
syllable_peaks,550.0,0.122645,0.122645,0.229258,0.106613,3.001509,0.132348,0.240073,0.101433,0.023157,0.169179,0.019365,0.365103
syllable_peaks,566.667,0.121604,0.121604,0.229258,0.107654,2.972483,0.101098,0.201011,0.072787,0.004178,0.168822,0.018809,0.353645
syllable_peaks,583.333,0.120674,0.120674,0.229258,0.108584,2.94703,0.069848,0.161948,0.044142,0.003699,0.16946,0.020154,0.342186
